"","tag_serial_number","tag_type","tag_subtype","sensor_type","acoustic_tag_id","acoustic_tag_id_alternative","manufacturer","model","frequency","status","activation_date","battery_estimated_life","battery_estimated_end_date","length","diameter","weight","floating","archive_memory","sensor_slope","sensor_intercept","sensor_range","sensor_range_min","sensor_range_max","sensor_resolution","sensor_unit","sensor_accuracy","sensor_transmit_ratio","accelerometer_algorithm","accelerometer_samples_per_second","owner_organization","owner_pi","financing_project","step1_min_delay","step1_max_delay","step1_power","step1_duration","step1_acceleration_duration","step2_min_delay","step2_max_delay","step2_power","step2_duration","step2_acceleration_duration","step3_min_delay","step3_max_delay","step3_power","step3_duration","step3_acceleration_duration","step4_min_delay","step4_max_delay","step4_power","step4_duration","step4_acceleration_duration","tag_id","tag_device_id"
"106","1293263","acoustic-archival","animal","temperature","A69-9006-3718",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 13:00:00,"339",2020-09-17 13:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1883",297
"107","1293264","acoustic-archival","animal","temperature","A69-9006-3720",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 13:00:00,"339",2020-09-17 13:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1884",298
"108","1293264","acoustic-archival","animal","pressure","A69-9006-3721",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 13:00:00,"339",2020-09-17 13:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1885",298
"109","1293265","acoustic-archival","animal","temperature","A69-9006-3722",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 13:30:00,"339",2020-09-17 13:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1886",299
"110","1293265","acoustic-archival","animal","pressure","A69-9006-3723",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 13:30:00,"339",2020-09-17 13:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1887",299
"111","1293266","acoustic-archival","animal","temperature","A69-9006-3724",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 12:30:00,"339",2020-09-17 12:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1888",300
"112","1293266","acoustic-archival","animal","pressure","A69-9006-3725",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 12:30:00,"339",2020-09-17 12:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1889",300
"113","1293267","acoustic-archival","animal","temperature","A69-9006-3726",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 10:00:00,"339",2020-09-17 10:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1890",301
"114","1293267","acoustic-archival","animal","pressure","A69-9006-3727",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 10:00:00,"339",2020-09-17 10:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1891",301
"115","1293268","acoustic-archival","animal","pressure","A69-9006-3729",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 10:00:00,"339",2020-09-17 10:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1892",302
"116","1293268","acoustic-archival","animal","temperature","A69-9006-3728",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 10:00:00,"339",2020-09-17 10:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1893",302
"117","1293269","acoustic-archival","animal","temperature","A69-9006-3730",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 08:30:00,"339",2020-09-17 08:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1894",303
"118","1293269","acoustic-archival","animal","pressure","A69-9006-3731",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 08:30:00,"339",2020-09-17 08:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1895",303
"119","1293270","acoustic-archival","animal","pressure","A69-9006-3733",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 08:30:00,"339",2020-09-17 08:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1896",304
"120","1293270","acoustic-archival","animal","temperature","A69-9006-3732",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 08:30:00,"339",2020-09-17 08:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1897",304
"121","1293271","acoustic-archival","animal","temperature","A69-9006-3734",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-21 07:30:00,"339",2020-07-25 07:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1898",305
"122","1293271","acoustic-archival","animal","pressure","A69-9006-3735",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-21 07:30:00,"339",2020-07-25 07:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1899",305
"123","1293272","acoustic-archival","animal","temperature","A69-9006-3736",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-21 06:30:00,"339",2020-07-25 06:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1900",306
"124","1293272","acoustic-archival","animal","pressure","A69-9006-3737",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-21 06:30:00,"339",2020-07-25 06:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1901",306
"125","1293273","acoustic-archival","animal","pressure","A69-9006-3739",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-03 06:30:00,"339",2020-07-07 06:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1902",307
"126","1293273","acoustic-archival","animal","temperature","A69-9006-3738",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-03 06:30:00,"339",2020-07-07 06:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1903",307
"127","1293274","acoustic-archival","animal","pressure","A69-9006-3741",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-21 06:30:00,"339",2020-07-25 06:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1904",308
"128","1293274","acoustic-archival","animal","temperature","A69-9006-3740",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-21 06:30:00,"339",2020-07-25 06:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1905",308
"129","1293275","acoustic-archival","animal","temperature","A69-9006-3742",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-21 07:30:00,"339",2020-07-25 07:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1906",309
"130","1293275","acoustic-archival","animal","pressure","A69-9006-3743",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-21 07:30:00,"339",2020-07-25 07:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1907",309
"131","1293276","acoustic-archival","animal","pressure","A69-9006-3745",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-21 08:00:00,"339",2020-07-25 08:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1908",310
"132","1293276","acoustic-archival","animal","temperature","A69-9006-3744",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-21 08:00:00,"339",2020-07-25 08:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1909",310
"133","1293277","acoustic-archival","animal","pressure","A69-9006-3747",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-03 04:30:00,"339",2020-07-07 04:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1910",311
"134","1293277","acoustic-archival","animal","temperature","A69-9006-3746",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-03 04:30:00,"339",2020-07-07 04:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1911",311
"135","1293278","acoustic-archival","animal","pressure","A69-9006-3749",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-21 08:30:00,"339",2020-07-25 08:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1912",312
"136","1293278","acoustic-archival","animal","temperature","A69-9006-3748",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-21 08:30:00,"339",2020-07-25 08:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1913",312
"137","1293279","acoustic-archival","animal","temperature","A69-9006-3750",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-03 04:30:00,"339",2020-07-07 04:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1914",313
"138","1293279","acoustic-archival","animal","pressure","A69-9006-3751",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-03 04:30:00,"339",2020-07-07 04:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1915",313
"139","1293280","acoustic-archival","animal","temperature","A69-9006-3752",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-21 08:30:00,"339",2020-07-25 08:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1916",314
"140","1293280","acoustic-archival","animal","pressure","A69-9006-3753",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-21 08:30:00,"339",2020-07-25 08:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1917",314
"141","1293284","acoustic-archival","animal","pressure","A69-9006-3761",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 08:00:00,"339",2020-09-17 08:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1924",318
"142","1293284","acoustic-archival","animal","temperature","A69-9006-3760",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 08:00:00,"339",2020-09-17 08:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1925",318
"143","1293285","acoustic-archival","animal","temperature","A69-9006-3762",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 07:30:00,"339",2020-09-17 07:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1926",319
"144","1293285","acoustic-archival","animal","pressure","A69-9006-3763",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 07:30:00,"339",2020-09-17 07:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1927",319
"145","1293286","acoustic-archival","animal","pressure","A69-9006-3765",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 07:30:00,"339",2020-09-17 07:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1928",320
"146","1293286","acoustic-archival","animal","temperature","A69-9006-3764",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 07:30:00,"339",2020-09-17 07:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1929",320
"147","1293287","acoustic-archival","animal","temperature","A69-9006-3766",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 07:00:00,"339",2020-09-17 07:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1930",321
"148","1293287","acoustic-archival","animal","pressure","A69-9006-3767",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 07:00:00,"339",2020-09-17 07:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1931",321
"149","1293288","acoustic-archival","animal","pressure","A69-9006-3769",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 06:30:00,"339",2020-09-17 06:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1932",322
"150","1293288","acoustic-archival","animal","temperature","A69-9006-3768",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 06:30:00,"339",2020-09-17 06:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1933",322
"151","1293289","acoustic-archival","animal","temperature","A69-9006-3770",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-12 12:00:00,"339",2020-09-15 12:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:2150",11708
"152","1293289","acoustic-archival","animal","pressure","A69-9006-3771",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-12 12:00:00,"339",2020-09-15 12:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:3343",11708
"153","1293290","acoustic-archival","animal","temperature","A69-9006-3772",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-12 10:30:00,"339",2020-09-15 10:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:2152",11710
"154","1293290","acoustic-archival","animal","pressure","A69-9006-3773",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-12 10:30:00,"339",2020-09-15 10:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:3350",11710
"155","1293291","acoustic-archival","animal","temperature","A69-9006-3774",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-05 10:00:00,"339",2020-09-08 10:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1934",323
"156","1293291","acoustic-archival","animal","pressure","A69-9006-3775",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-05 10:00:00,"339",2020-09-08 10:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1935",323
"157","1293292","acoustic-archival","animal","pressure","A69-9006-3777",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-10-14 09:00:00,"339",2020-09-17 09:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"240","360","H",90,NA,"120","240","H",150,NA,"240","360","H",104,NA,NA,NA,"L",365,NA,"archive:1936",324
